"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"DICDB008","Other diseases of the respiratory system","NOMBRENB","Number","NOR","Norway","2021","2021",8108,,
"DICDB008","Other diseases of the respiratory system","RTOALLNB","Per 100 000 population","NOR","Norway","2018","2018",152.1,,
"DICDB008","Other diseases of the respiratory system","RTOALLNB","Per 100 000 population","NOR","Norway","2019","2019",165.2,,
"DICDB008","Other diseases of the respiratory system","RTOALLNB","Per 100 000 population","NOR","Norway","2020","2020",148.2,,
"DICDB008","Other diseases of the respiratory system","RTOALLNB","Per 100 000 population","NOR","Norway","2021","2021",149.9,,
"DICDB008","Other diseases of the respiratory system","NOMBRENB","Number","POL","Poland","2018","2018",95381,,
"DICDB008","Other diseases of the respiratory system","NOMBRENB","Number","POL","Poland","2019","2019",81783,,
"DICDB008","Other diseases of the respiratory system","NOMBRENB","Number","POL","Poland","2020","2020",60153,,
"DICDB008","Other diseases of the respiratory system","NOMBRENB","Number","POL","Poland","2021","2021",70484,,
"DICDB008","Other diseases of the respiratory system","RTOALLNB","Per 100 000 population","POL","Poland","2018","2018",251.2,,
"DICDB008","Other diseases of the respiratory system","RTOALLNB","Per 100 000 population","POL","Poland","2019","2019",215.4,,
"DICDB008","Other diseases of the respiratory system","RTOALLNB","Per 100 000 population","POL","Poland","2020","2020",158.7,,
"DICDB008","Other diseases of the respiratory system","RTOALLNB","Per 100 000 population","POL","Poland","2021","2021",186.7,,
"DICDB008","Other diseases of the respiratory system","NOMBRENB","Number","PRT","Portugal","2018","2018",13273,,
"DICDB008","Other diseases of the respiratory system","NOMBRENB","Number","PRT","Portugal","2019","2019",14235,,
"DICDB008","Other diseases of the respiratory system","NOMBRENB","Number","PRT","Portugal","2020","2020",12383,,
"DICDB008","Other diseases of the respiratory system","NOMBRENB","Number","PRT","Portugal","2021","2021",13332,,
"DICDB008","Other diseases of the respiratory system","RTOALLNB","Per 100 000 population","PRT","Portugal","2018","2018",129.1,,
"DICDB008","Other diseases of the respiratory system","RTOALLNB","Per 100 000 population","PRT","Portugal","2019","2019",138.4,,
"DICDB008","Other diseases of the respiratory system","RTOALLNB","Per 100 000 population","PRT","Portugal","2020","2020",120.3,,
"DICDB008","Other diseases of the respiratory system","RTOALLNB","Per 100 000 population","PRT","Portugal","2021","2021",128.7,,
"DICDB008","Other diseases of the respiratory system","NOMBRENB","Number","SVK","Slovak Republic","2018","2018",13799,,
"DICDB008","Other diseases of the respiratory system","NOMBRENB","Number","SVK","Slovak Republic","2019","2019",13779,,
"DICDB008","Other diseases of the respiratory system","NOMBRENB","Number","SVK","Slovak Republic","2020","2020",12302,,
"DICDB008","Other diseases of the respiratory system","NOMBRENB","Number","SVK","Slovak Republic","2021","2021",16708,,
"DICDB008","Other diseases of the respiratory system","RTOALLNB","Per 100 000 population","SVK","Slovak Republic","2018","2018",253.3,,
"DICDB008","Other diseases of the respiratory system","RTOALLNB","Per 100 000 population","SVK","Slovak Republic","2019","2019",252.6,,
"DICDB008","Other diseases of the respiratory system","RTOALLNB","Per 100 000 population","SVK","Slovak Republic","2020","2020",225.4,,
"DICDB008","Other diseases of the respiratory system","RTOALLNB","Per 100 000 population","SVK","Slovak Republic","2021","2021",306.7,,
"DICDB008","Other diseases of the respiratory system","NOMBRENB","Number","ESP","Spain","2018","2018",157645,,
"DICDB008","Other diseases of the respiratory system","NOMBRENB","Number","ESP","Spain","2019","2019",149816,,
"DICDB008","Other diseases of the respiratory system","NOMBRENB","Number","ESP","Spain","2020","2020",120745,,
"DICDB008","Other diseases of the respiratory system","NOMBRENB","Number","ESP","Spain","2021","2021",110748,,
"DICDB008","Other diseases of the respiratory system","RTOALLNB","Per 100 000 population","ESP","Spain","2018","2018",336.9,,
"DICDB008","Other diseases of the respiratory system","RTOALLNB","Per 100 000 population","ESP","Spain","2019","2019",317.8,,
"DICDB008","Other diseases of the respiratory system","RTOALLNB","Per 100 000 population","ESP","Spain","2020","2020",254.9,,
"DICDB008","Other diseases of the respiratory system","RTOALLNB","Per 100 000 population","ESP","Spain","2021","2021",233.6,,
"DICDB008","Other diseases of the respiratory system","NOMBRENB","Number","SWE","Sweden","2018","2018",14922,,
"DICDB008","Other diseases of the respiratory system","NOMBRENB","Number","SWE","Sweden","2019","2019",15503,,
"DICDB008","Other diseases of the respiratory system","NOMBRENB","Number","SWE","Sweden","2020","2020",15316,,
"DICDB008","Other diseases of the respiratory system","NOMBRENB","Number","SWE","Sweden","2021","2021",16839,,
"DICDB008","Other diseases of the respiratory system","RTOALLNB","Per 100 000 population","SWE","Sweden","2018","2018",146.7,,
"DICDB008","Other diseases of the respiratory system","RTOALLNB","Per 100 000 population","SWE","Sweden","2019","2019",150.8,,
"DICDB008","Other diseases of the respiratory system","RTOALLNB","Per 100 000 population","SWE","Sweden","2020","2020",147.9,,
"DICDB008","Other diseases of the respiratory system","RTOALLNB","Per 100 000 population","SWE","Sweden","2021","2021",161.7,,
"DICDB008","Other diseases of the respiratory system","NOMBRENB","Number","CHE","Switzerland","2018","2018",10169,,
"DICDB008","Other diseases of the respiratory system","NOMBRENB","Number","CHE","Switzerland","2019","2019",10345,,
"DICDB008","Other diseases of the respiratory system","NOMBRENB","Number","CHE","Switzerland","2020","2020",11166,,
"DICDB008","Other diseases of the respiratory system","NOMBRENB","Number","CHE","Switzerland","2021","2021",12339,,
"DICDB008","Other diseases of the respiratory system","RTOALLNB","Per 100 000 population","CHE","Switzerland","2018","2018",119.4,,
"DICDB008","Other diseases of the respiratory system","RTOALLNB","Per 100 000 population","CHE","Switzerland","2019","2019",120.6,,
"DICDB008","Other diseases of the respiratory system","RTOALLNB","Per 100 000 population","CHE","Switzerland","2020","2020",129.3,,
"DICDB008","Other diseases of the respiratory system","RTOALLNB","Per 100 000 population","CHE","Switzerland","2021","2021",141.8,,
"DICDB008","Other diseases of the respiratory system","NOMBRENB","Number","TUR","Türkiye","2018","2018",86024,,
"DICDB008","Other diseases of the respiratory system","RTOALLNB","Per 100 000 population","TUR","Türkiye","2018","2018",105.7,,
"DICDB008","Other diseases of the respiratory system","NOMBRENB","Number","GBR","United Kingdom","2018","2018",106689,,
"DICDB008","Other diseases of the respiratory system","RTOALLNB","Per 100 000 population","GBR","United Kingdom","2018","2018",160.6,,
"DICDB008","Other diseases of the respiratory system","NOMBRENB","Number","CHL","Chile","2018","2018",19415,,
"DICDB008","Other diseases of the respiratory system","NOMBRENB","Number","CHL","Chile","2019","2019",20614,,
"DICDB008","Other diseases of the respiratory system","NOMBRENB","Number","CHL","Chile","2020","2020",18561,,
"DICDB008","Other diseases of the respiratory system","NOMBRENB","Number","CHL","Chile","2021","2021",21741,,
"DICDB008","Other diseases of the respiratory system","RTOALLNB","Per 100 000 population","CHL","Chile","2018","2018",103.5,,
"DICDB008","Other diseases of the respiratory system","RTOALLNB","Per 100 000 population","CHL","Chile","2019","2019",107.9,,
"DICDB008","Other diseases of the respiratory system","RTOALLNB","Per 100 000 population","CHL","Chile","2020","2020",95.4,,
"DICDB008","Other diseases of the respiratory system","RTOALLNB","Per 100 000 population","CHL","Chile","2021","2021",110.5,,
"DICDB008","Other diseases of the respiratory system","NOMBRENB","Number","ISR","Israel","2018","2018",16572,,
"DICDB008","Other diseases of the respiratory system","NOMBRENB","Number","ISR","Israel","2019","2019",16651,,
"DICDB008","Other diseases of the respiratory system","NOMBRENB","Number","ISR","Israel","2020","2020",14611,,
"DICDB008","Other diseases of the respiratory system","NOMBRENB","Number","ISR","Israel","2021","2021",14947,,
"DICDB008","Other diseases of the respiratory system","RTOALLNB","Per 100 000 population","ISR","Israel","2018","2018",186.6,,
"DICDB008","Other diseases of the respiratory system","RTOALLNB","Per 100 000 population","ISR","Israel","2019","2019",183.9,,
"DICDB008","Other diseases of the respiratory system","RTOALLNB","Per 100 000 population","ISR","Israel","2020","2020",158.6,,
"DICDB008","Other diseases of the respiratory system","RTOALLNB","Per 100 000 population","ISR","Israel","2021","2021",159.5,,
"DICDB008","Other diseases of the respiratory system","NOMBRENB","Number","SVN","Slovenia","2018","2018",4294,,
"DICDB008","Other diseases of the respiratory system","NOMBRENB","Number","SVN","Slovenia","2019","2019",4175,,
"DICDB008","Other diseases of the respiratory system","NOMBRENB","Number","SVN","Slovenia","2020","2020",3825,,
"DICDB008","Other diseases of the respiratory system","NOMBRENB","Number","SVN","Slovenia","2021","2021",3876,,
"DICDB008","Other diseases of the respiratory system","RTOALLNB","Per 100 000 population","SVN","Slovenia","2018","2018",207.1,,
"DICDB008","Other diseases of the respiratory system","RTOALLNB","Per 100 000 population","SVN","Slovenia","2019","2019",199.9,,
"DICDB008","Other diseases of the respiratory system","RTOALLNB","Per 100 000 population","SVN","Slovenia","2020","2020",181.9,,
"DICDB008","Other diseases of the respiratory system","RTOALLNB","Per 100 000 population","SVN","Slovenia","2021","2021",183.9,,
"DICDB002","Pneumonia","RTOALLNB","Per 100 000 population","LVA","Latvia","2018","2018",488,,
"DICDB002","Pneumonia","RTOALLNB","Per 100 000 population","LVA","Latvia","2019","2019",462.2,,
"DICDB002","Pneumonia","RTOALLNB","Per 100 000 population","LVA","Latvia","2020","2020",304.1,,
"DICDB002","Pneumonia","RTOALLNB","Per 100 000 population","LVA","Latvia","2021","2021",228.9,,
"DICDB004","Chronic diseases of tonsils and adenoids","NOMBRENB","Number","LVA","Latvia","2018","2018",576,,
"DICDB004","Chronic diseases of tonsils and adenoids","NOMBRENB","Number","LVA","Latvia","2019","2019",627,,
"DICDB004","Chronic diseases of tonsils and adenoids","NOMBRENB","Number","LVA","Latvia","2020","2020",510,,
"DICDB004","Chronic diseases of tonsils and adenoids","NOMBRENB","Number","LVA","Latvia","2021","2021",518,,
"DICDB001","Acute upper respiratory infections and influenza","NOMBRENB","Number","LVA","Latvia","2018","2018",9899,,
"DICDB001","Acute upper respiratory infections and influenza","NOMBRENB","Number","LVA","Latvia","2019","2019",8936,,
"DICDB001","Acute upper respiratory infections and influenza","NOMBRENB","Number","LVA","Latvia","2020","2020",3792,,
"DICDB001","Acute upper respiratory infections and influenza","NOMBRENB","Number","LVA","Latvia","2021","2021",2127,"B","Break"
"DICDB001","Acute upper respiratory infections and influenza","RTOALLNB","Per 100 000 population","LTU","Lithuania","2018","2018",508.1,,
"DICDB001","Acute upper respiratory infections and influenza","RTOALLNB","Per 100 000 population","LTU","Lithuania","2019","2019",496.6,,
"DICDB001","Acute upper respiratory infections and influenza","RTOALLNB","Per 100 000 population","LTU","Lithuania","2020","2020",219.3,,
"DICDB001","Acute upper respiratory infections and influenza","RTOALLNB","Per 100 000 population","LTU","Lithuania","2021","2021",138,,
"DICDB005","Other diseases of upper respiratory tract","RTOALLNB","Per 100 000 population","LVA","Latvia","2018","2018",70.9,,
"DICDB005","Other diseases of upper respiratory tract","RTOALLNB","Per 100 000 population","LVA","Latvia","2019","2019",75.3,,
"DICDB005","Other diseases of upper respiratory tract","RTOALLNB","Per 100 000 population","LVA","Latvia","2020","2020",58.8,,
"DICDB005","Other diseases of upper respiratory tract","RTOALLNB","Per 100 000 population","LVA","Latvia","2021","2021",81.7,,
"DICDB007","Asthma","NOMBRENB","Number","LVA","Latvia","2018","2018",2259,,
"DICDB007","Asthma","NOMBRENB","Number","LVA","Latvia","2019","2019",2149,,
"DICDB007","Asthma","NOMBRENB","Number","LVA","Latvia","2020","2020",1299,,
"DICDB007","Asthma","NOMBRENB","Number","LVA","Latvia","2021","2021",863,,
"DICDB004","Chronic diseases of tonsils and adenoids","RTOALLNB","Per 100 000 population","LTU","Lithuania","2018","2018",173.8,,
"DICDB004","Chronic diseases of tonsils and adenoids","RTOALLNB","Per 100 000 population","LTU","Lithuania","2019","2019",189.1,,
"DICDB004","Chronic diseases of tonsils and adenoids","RTOALLNB","Per 100 000 population","LTU","Lithuania","2020","2020",83.6,,
"DICDB004","Chronic diseases of tonsils and adenoids","RTOALLNB","Per 100 000 population","LTU","Lithuania","2021","2021",64.7,,
"DICDB000","Diseases of the respiratory system","NOMBRENB","Number","LTU","Lithuania","2018","2018",62271,,
"DICDB000","Diseases of the respiratory system","NOMBRENB","Number","LTU","Lithuania","2019","2019",60305,,
"DICDB000","Diseases of the respiratory system","NOMBRENB","Number","LTU","Lithuania","2020","2020",39265,,
"DICDB000","Diseases of the respiratory system","NOMBRENB","Number","LTU","Lithuania","2021","2021",52916,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","NOMBRENB","Number","LTU","Lithuania","2018","2018",5779,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","NOMBRENB","Number","LTU","Lithuania","2019","2019",5113,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","NOMBRENB","Number","LTU","Lithuania","2020","2020",2730,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","NOMBRENB","Number","LTU","Lithuania","2021","2021",1955,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","LTU","Lithuania","2018","2018",7079,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","LTU","Lithuania","2019","2019",6532,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","LTU","Lithuania","2020","2020",3045,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","LTU","Lithuania","2021","2021",3038,,
"DICDB005","Other diseases of upper respiratory tract","NOMBRENB","Number","LVA","Latvia","2018","2018",1366,,
"DICDB005","Other diseases of upper respiratory tract","NOMBRENB","Number","LVA","Latvia","2019","2019",1441,,
"DICDB005","Other diseases of upper respiratory tract","NOMBRENB","Number","LVA","Latvia","2020","2020",1118,,
"DICDB005","Other diseases of upper respiratory tract","NOMBRENB","Number","LVA","Latvia","2021","2021",1539,,
"DICDB002","Pneumonia","NOMBRENB","Number","LVA","Latvia","2018","2018",9405,,
"DICDB002","Pneumonia","NOMBRENB","Number","LVA","Latvia","2019","2019",8845,,
"DICDB002","Pneumonia","NOMBRENB","Number","LVA","Latvia","2020","2020",5779,,
"DICDB002","Pneumonia","NOMBRENB","Number","LVA","Latvia","2021","2021",4313,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","RTOALLNB","Per 100 000 population","LVA","Latvia","2018","2018",165.5,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","RTOALLNB","Per 100 000 population","LVA","Latvia","2019","2019",171.8,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","RTOALLNB","Per 100 000 population","LVA","Latvia","2020","2020",105.1,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","RTOALLNB","Per 100 000 population","LVA","Latvia","2021","2021",74.2,,
"DICDB000","Diseases of the respiratory system","RTOALLNB","Per 100 000 population","LVA","Latvia","2018","2018",1660.7,,
"DICDB000","Diseases of the respiratory system","RTOALLNB","Per 100 000 population","LVA","Latvia","2019","2019",1562.5,,
"DICDB000","Diseases of the respiratory system","RTOALLNB","Per 100 000 population","LVA","Latvia","2020","2020",910.7,,
"DICDB000","Diseases of the respiratory system","RTOALLNB","Per 100 000 population","LVA","Latvia","2021","2021",720.4,"B","Break"
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","LVA","Latvia","2018","2018",205.4,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","LVA","Latvia","2019","2019",171.3,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","LVA","Latvia","2020","2020",90.9,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","LVA","Latvia","2021","2021",56.4,,
"DICDB008","Other diseases of the respiratory system","RTOALLNB","Per 100 000 population","LTU","Lithuania","2018","2018",72.5,,
"DICDB008","Other diseases of the respiratory system","RTOALLNB","Per 100 000 population","LTU","Lithuania","2019","2019",70,,
"DICDB008","Other diseases of the respiratory system","RTOALLNB","Per 100 000 population","LTU","Lithuania","2020","2020",53.7,,
"DICDB008","Other diseases of the respiratory system","RTOALLNB","Per 100 000 population","LTU","Lithuania","2021","2021",60.3,,
"DICDB008","Other diseases of the respiratory system","NOMBRENB","Number","LVA","Latvia","2018","2018",1352,,
"DICDB008","Other diseases of the respiratory system","NOMBRENB","Number","LVA","Latvia","2019","2019",1340,,
"DICDB008","Other diseases of the respiratory system","NOMBRENB","Number","LVA","Latvia","2020","2020",1086,,
"DICDB008","Other diseases of the respiratory system","NOMBRENB","Number","LVA","Latvia","2021","2021",1755,"B","Break"
"DICDB005","Other diseases of upper respiratory tract","RTOALLNB","Per 100 000 population","LTU","Lithuania","2018","2018",231.8,,
"DICDB005","Other diseases of upper respiratory tract","RTOALLNB","Per 100 000 population","LTU","Lithuania","2019","2019",237.6,,
"DICDB005","Other diseases of upper respiratory tract","RTOALLNB","Per 100 000 population","LTU","Lithuania","2020","2020",140.6,,
"DICDB005","Other diseases of upper respiratory tract","RTOALLNB","Per 100 000 population","LTU","Lithuania","2021","2021",150.5,,
"DICDB004","Chronic diseases of tonsils and adenoids","NOMBRENB","Number","LTU","Lithuania","2018","2018",4868,,
"DICDB004","Chronic diseases of tonsils and adenoids","NOMBRENB","Number","LTU","Lithuania","2019","2019",5283,,
"DICDB004","Chronic diseases of tonsils and adenoids","NOMBRENB","Number","LTU","Lithuania","2020","2020",2336,,
"DICDB004","Chronic diseases of tonsils and adenoids","NOMBRENB","Number","LTU","Lithuania","2021","2021",1811,,
"DICDB002","Pneumonia","NOMBRENB","Number","LTU","Lithuania","2018","2018",19085,,
"DICDB002","Pneumonia","NOMBRENB","Number","LTU","Lithuania","2019","2019",18521,,
"DICDB002","Pneumonia","NOMBRENB","Number","LTU","Lithuania","2020","2020",18475,,
"DICDB002","Pneumonia","NOMBRENB","Number","LTU","Lithuania","2021","2021",35436,,
"DICDB000","Diseases of the respiratory system","RTOALLNB","Per 100 000 population","LTU","Lithuania","2018","2018",2222.7,,
"DICDB000","Diseases of the respiratory system","RTOALLNB","Per 100 000 population","LTU","Lithuania","2019","2019",2158.3,,
"DICDB000","Diseases of the respiratory system","RTOALLNB","Per 100 000 population","LTU","Lithuania","2020","2020",1404.9,,
"DICDB000","Diseases of the respiratory system","RTOALLNB","Per 100 000 population","LTU","Lithuania","2021","2021",1889.3,,
"DICDB008","Other diseases of the respiratory system","RTOALLNB","Per 100 000 population","LVA","Latvia","2018","2018",70.2,,
"DICDB008","Other diseases of the respiratory system","RTOALLNB","Per 100 000 population","LVA","Latvia","2019","2019",70,,
"DICDB008","Other diseases of the respiratory system","RTOALLNB","Per 100 000 population","LVA","Latvia","2020","2020",57.1,,
"DICDB008","Other diseases of the respiratory system","RTOALLNB","Per 100 000 population","LVA","Latvia","2021","2021",93.1,"B","Break"
"DICDB005","Other diseases of upper respiratory tract","NOMBRENB","Number","LTU","Lithuania","2018","2018",6493,,
"DICDB005","Other diseases of upper respiratory tract","NOMBRENB","Number","LTU","Lithuania","2019","2019",6638,,
"DICDB005","Other diseases of upper respiratory tract","NOMBRENB","Number","LTU","Lithuania","2020","2020",3931,,
"DICDB005","Other diseases of upper respiratory tract","NOMBRENB","Number","LTU","Lithuania","2021","2021",4214,,
"DICDB007","Asthma","RTOALLNB","Per 100 000 population","LTU","Lithuania","2018","2018",96.4,,
"DICDB007","Asthma","RTOALLNB","Per 100 000 population","LTU","Lithuania","2019","2019",85.3,,
"DICDB007","Asthma","RTOALLNB","Per 100 000 population","LTU","Lithuania","2020","2020",40,,
"DICDB007","Asthma","RTOALLNB","Per 100 000 population","LTU","Lithuania","2021","2021",32.4,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","LVA","Latvia","2018","2018",3958,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","LVA","Latvia","2019","2019",3278,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","LVA","Latvia","2020","2020",1727,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","LVA","Latvia","2021","2021",1063,,
"DICDB001","Acute upper respiratory infections and influenza","RTOALLNB","Per 100 000 population","LVA","Latvia","2018","2018",513.7,,
"DICDB001","Acute upper respiratory infections and influenza","RTOALLNB","Per 100 000 population","LVA","Latvia","2019","2019",466.9,,
"DICDB001","Acute upper respiratory infections and influenza","RTOALLNB","Per 100 000 population","LVA","Latvia","2020","2020",199.5,,
"DICDB001","Acute upper respiratory infections and influenza","RTOALLNB","Per 100 000 population","LVA","Latvia","2021","2021",112.9,"B","Break"
"DICDB002","Pneumonia","RTOALLNB","Per 100 000 population","LTU","Lithuania","2018","2018",681.2,,
"DICDB002","Pneumonia","RTOALLNB","Per 100 000 population","LTU","Lithuania","2019","2019",662.9,,
"DICDB002","Pneumonia","RTOALLNB","Per 100 000 population","LTU","Lithuania","2020","2020",661,,
"DICDB002","Pneumonia","RTOALLNB","Per 100 000 population","LTU","Lithuania","2021","2021",1265.2,,
"DICDB007","Asthma","NOMBRENB","Number","LTU","Lithuania","2018","2018",2700,,
"DICDB007","Asthma","NOMBRENB","Number","LTU","Lithuania","2019","2019",2384,,
"DICDB007","Asthma","NOMBRENB","Number","LTU","Lithuania","2020","2020",1117,,
"DICDB007","Asthma","NOMBRENB","Number","LTU","Lithuania","2021","2021",908,,
"DICDB000","Diseases of the respiratory system","NOMBRENB","Number","LVA","Latvia","2018","2018",32004,,
"DICDB000","Diseases of the respiratory system","NOMBRENB","Number","LVA","Latvia","2019","2019",29904,,
"DICDB000","Diseases of the respiratory system","NOMBRENB","Number","LVA","Latvia","2020","2020",17308,,
"DICDB000","Diseases of the respiratory system","NOMBRENB","Number","LVA","Latvia","2021","2021",13576,"B","Break"
"DICDB004","Chronic diseases of tonsils and adenoids","RTOALLNB","Per 100 000 population","LVA","Latvia","2018","2018",29.9,,
"DICDB004","Chronic diseases of tonsils and adenoids","RTOALLNB","Per 100 000 population","LVA","Latvia","2019","2019",32.8,,
"DICDB004","Chronic diseases of tonsils and adenoids","RTOALLNB","Per 100 000 population","LVA","Latvia","2020","2020",26.8,,
"DICDB004","Chronic diseases of tonsils and adenoids","RTOALLNB","Per 100 000 population","LVA","Latvia","2021","2021",27.5,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","LTU","Lithuania","2018","2018",252.7,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","LTU","Lithuania","2019","2019",233.8,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","LTU","Lithuania","2020","2020",108.9,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","LTU","Lithuania","2021","2021",108.5,,
"DICDB007","Asthma","RTOALLNB","Per 100 000 population","LVA","Latvia","2018","2018",117.2,,
"DICDB007","Asthma","RTOALLNB","Per 100 000 population","LVA","Latvia","2019","2019",112.3,,
"DICDB007","Asthma","RTOALLNB","Per 100 000 population","LVA","Latvia","2020","2020",68.4,,
"DICDB007","Asthma","RTOALLNB","Per 100 000 population","LVA","Latvia","2021","2021",45.8,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","RTOALLNB","Per 100 000 population","LTU","Lithuania","2018","2018",206.3,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","RTOALLNB","Per 100 000 population","LTU","Lithuania","2019","2019",183,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","RTOALLNB","Per 100 000 population","LTU","Lithuania","2020","2020",97.7,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","RTOALLNB","Per 100 000 population","LTU","Lithuania","2021","2021",69.8,,
"DICDB008","Other diseases of the respiratory system","NOMBRENB","Number","LTU","Lithuania","2018","2018",2031,,
"DICDB008","Other diseases of the respiratory system","NOMBRENB","Number","LTU","Lithuania","2019","2019",1957,,
"DICDB008","Other diseases of the respiratory system","NOMBRENB","Number","LTU","Lithuania","2020","2020",1502,,
"DICDB008","Other diseases of the respiratory system","NOMBRENB","Number","LTU","Lithuania","2021","2021",1688,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","NOMBRENB","Number","LVA","Latvia","2018","2018",3189,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","NOMBRENB","Number","LVA","Latvia","2019","2019",3288,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","NOMBRENB","Number","LVA","Latvia","2020","2020",1997,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","NOMBRENB","Number","LVA","Latvia","2021","2021",1398,,
"DICDB001","Acute upper respiratory infections and influenza","NOMBRENB","Number","LTU","Lithuania","2018","2018",14236,,
"DICDB001","Acute upper respiratory infections and influenza","NOMBRENB","Number","LTU","Lithuania","2019","2019",13877,,
"DICDB001","Acute upper respiratory infections and influenza","NOMBRENB","Number","LTU","Lithuania","2020","2020",6129,,
"DICDB001","Acute upper respiratory infections and influenza","NOMBRENB","Number","LTU","Lithuania","2021","2021",3866,,
"DICDB002","Pneumonia","NOMBRENB","Number","CRI","Costa Rica","2018","2018",4273,,
"DICDB002","Pneumonia","NOMBRENB","Number","CRI","Costa Rica","2019","2019",5404,,
"DICDB002","Pneumonia","NOMBRENB","Number","CRI","Costa Rica","2020","2020",2311,,
"DICDB002","Pneumonia","NOMBRENB","Number","CRI","Costa Rica","2021","2021",2474,,
"DICDB002","Pneumonia","NOMBRENB","Number","CRI","Costa Rica","2022","2022",3394,,
"DICDB004","Chronic diseases of tonsils and adenoids","RTOALLNB","Per 100 000 population","CRI","Costa Rica","2018","2018",6,,
"DICDB004","Chronic diseases of tonsils and adenoids","RTOALLNB","Per 100 000 population","CRI","Costa Rica","2019","2019",5.4,,
"DICDB004","Chronic diseases of tonsils and adenoids","RTOALLNB","Per 100 000 population","CRI","Costa Rica","2020","2020",1,,
"DICDB004","Chronic diseases of tonsils and adenoids","RTOALLNB","Per 100 000 population","CRI","Costa Rica","2021","2021",0.6,,
"DICDB004","Chronic diseases of tonsils and adenoids","RTOALLNB","Per 100 000 population","CRI","Costa Rica","2022","2022",0.7,,
"DICDB007","Asthma","RTOALLNB","Per 100 000 population","CRI","Costa Rica","2018","2018",45,,
"DICDB007","Asthma","RTOALLNB","Per 100 000 population","CRI","Costa Rica","2019","2019",45.5,,
"DICDB007","Asthma","RTOALLNB","Per 100 000 population","CRI","Costa Rica","2020","2020",13.6,,
"DICDB007","Asthma","RTOALLNB","Per 100 000 population","CRI","Costa Rica","2021","2021",16.9,,
"DICDB007","Asthma","RTOALLNB","Per 100 000 population","CRI","Costa Rica","2022","2022",36.8,,
"DICDB005","Other diseases of upper respiratory tract","RTOALLNB","Per 100 000 population","CRI","Costa Rica","2018","2018",10.4,,
"DICDB005","Other diseases of upper respiratory tract","RTOALLNB","Per 100 000 population","CRI","Costa Rica","2019","2019",9.2,,
"DICDB005","Other diseases of upper respiratory tract","RTOALLNB","Per 100 000 population","CRI","Costa Rica","2020","2020",4.3,,
"DICDB005","Other diseases of upper respiratory tract","RTOALLNB","Per 100 000 population","CRI","Costa Rica","2021","2021",4.2,,
"DICDB005","Other diseases of upper respiratory tract","RTOALLNB","Per 100 000 population","CRI","Costa Rica","2022","2022",6.6,,
"DICDB002","Pneumonia","RTOALLNB","Per 100 000 population","CRI","Costa Rica","2018","2018",85.4,,
"DICDB002","Pneumonia","RTOALLNB","Per 100 000 population","CRI","Costa Rica","2019","2019",106.8,,
"DICDB002","Pneumonia","RTOALLNB","Per 100 000 population","CRI","Costa Rica","2020","2020",45.2,,
"DICDB002","Pneumonia","RTOALLNB","Per 100 000 population","CRI","Costa Rica","2021","2021",47.9,,
"DICDB002","Pneumonia","RTOALLNB","Per 100 000 population","CRI","Costa Rica","2022","2022",65.1,,
"DICDB004","Chronic diseases of tonsils and adenoids","NOMBRENB","Number","CRI","Costa Rica","2018","2018",299,,
